0,1
0,2
0,3
0,4
5,6
5,7
5,8
5,9
5,10
11,12
11,13
11,14
11,15
11,16
11,17
11,18
19,20
19,21
19,22
19,23
19,24
19,25
26,27
26,28
26,29
22,26
26,30
23,26
19,26
12,26
31,32
13,31
11,31
31,33
31,34
16,31
14,31
31,35
31,36
31,37
4,38
17,38
14,38
38,39
7,38
38,40
4,41
4,42
4,43
23,33
33,37
33,44
10,33
33,35
33,45
33,46
16,33
33,38
11,33
47,48
10,47
8,47
47,49
41,47
42,50
42,51
29,42
42,52
53,54
53,55
1,53
12,53
53,56
53,57
53,58
53,59
53,60
53,61
32,53
28,53
53,62
63,64
63,65
20,63
63,66
63,67
63,68
10,63
15,63
63,69
9,10
9,17
9,70
9,48
20,71
20,32
20,72
20,73
20,74
0,20
3,20
1,20
2,20
20,56
20,25
10,75
10,41
24,76
24,77
24,26
24,55
24,25
23,24
24,30
24,78
22,24
73,79
5,64
48,64
49,64
47,64
9,64
64,75
64,80
10,64
64,70
81,82
8,81
5,81
81,83
81,84
81,85
81,86
65,87
65,68
65,88
57,65
65,89
65,75
65,90
6,65
29,91
29,92
3,93
3,29
3,60
3,74
86,94
86,95
4,86
86,96
39,97
97,98
97,99
97,100
97,101
97,102
6,97
83,97
48,49
45,100
45,101
36,45
45,103
11,45
44,45
45,104
13,45
35,45
45,105
45,68
31,45
45,106
14,87
87,107
38,87
7,87
17,87
68,108
40,68
68,109
15,68
68,98
68,80
68,78
28,60
58,60
59,60
57,60
104,110
35,104
104,111
29,104
16,104
37,104
33,104
90,104
90,112
40,90
90,98
67,90
69,90
90,108
6,90
88,90
15,90
90,113
12,74
12,114
12,28
12,60
12,58
12,59
12,32
12,57
12,61
12,115
109,116
46,116
116,117
18,116
116,118
101,116
71,116
99,116
39,116
100,116
35,116
59,119
32,59
58,59
57,59
114,120
120,121
80,95
47,95
95,120
95,122
95,121
122,123
84,122
92,122
120,122
115,122
122,124
122,125
49,92
74,92
92,126
92,127
50,52
14,52
52,83
29,52
52,92
51,52
51,128
51,87
51,102
18,51
51,92
29,51
51,125
51,85
8,41
9,41
5,41
41,75
41,49
41,48
103,129
16,103
64,103
37,103
103,104
13,103
14,103
65,103
130,131
48,130
116,130
87,130
17,130
38,130
14,132
14,17
7,14
14,130
57,133
32,57
7,57
103,134
75,134
108,134
51,134
134,135
81,134
84,134
113,134
83,134
96,134
86,134
44,130
19,44
44,46
37,44
44,103
44,60
36,44
11,44
16,44
31,44
102,136
102,111
39,102
46,102
102,118
69,137
69,135
17,69
69,98
6,69
68,69
65,69
69,108
39,138
39,118
108,139
108,116
88,108
17,108
15,108
63,108
8,10
8,9
13,140
64,140
140,141
140,142
76,140
121,140
140,143
122,140
140,144
47,140
95,140
59,121
48,121
96,121
121,144
17,135
135,145
7,135
14,135
130,135
87,135
38,135
64,135
41,76
75,76
76,146
76,95
76,121
76,122
76,91
16,39
13,16
16,50
16,37
37,111
37,147
11,37
127,148
16,127
2,127
70,127
29,127
91,127
51,127
52,127
55,127
29,149
97,150
150,151
22,150
86,150
0,150
15,150
48,150
75,150
4,150
63,150
57,152
133,152
40,152
52,152
92,152
51,152
127,152
152,153
29,152
33,152
3,28
28,144
28,74
28,61
28,58
28,59
28,32
28,57
28,108
144,154
2,58
2,118
2,74
2,56
2,3
2,73
58,155
58,156
32,58
57,58
88,157
6,88
15,88
6,158
6,63
6,68
47,146
10,124
124,159
47,124
8,124
75,124
64,124
48,124
72,124
7,99
7,17
7,130
8,144
48,144
122,144
120,144
90,141
141,143
121,141
115,141
22,141
78,141
141,150
88,141
0,141
4,141
44,141
70,160
70,124
70,80
70,120
10,70
41,70
48,70
5,70
8,70
70,100
106,124
106,125
81,106
106,143
106,122
9,106
106,121
95,106
76,106
106,120
106,144
106,140
62,111
30,62
62,135
62,92
29,62
62,127
62,153
62,91
42,62
18,62
62,152
18,161
18,38
18,87
18,52
18,152
18,42
22,25
25,60
25,62
25,26
25,78
25,77
25,30
55,162
55,59
30,55
19,55
55,163
26,55
22,55
25,55
12,55
5,143
143,164
143,144
76,143
120,143
115,143
75,143
121,143
36,143
96,98
81,96
96,165
49,96
84,96
96,101
2,77
115,159
8,115
47,115
76,115
115,144
115,121
115,120
95,115
69,115
4,109
109,111
101,109
109,118
71,109
97,109
99,109
15,166
85,88
85,120
70,85
85,167
83,85
85,150
85,96
85,86
85,134
84,85
0,73
73,74
3,73
22,61
61,79
61,73
32,61
57,61
58,61
59,61
60,61
2,61
35,37
35,168
35,87
35,103
13,35
35,135
35,65
140,169
95,170
99,171
38,99
46,99
99,102
99,111
71,99
100,155
6,100
100,101
100,116
39,100
46,100
100,111
100,102
83,172
17,83
83,101
83,86
83,88
83,96
83,84
83,113
22,30
84,120
8,84
1,84
84,86
42,72
72,173
72,91
4,72
1,72
2,72
72,73
3,72
0,72
9,75
24,36
0,36
36,102
36,39
36,104
11,36
35,36
13,36
36,103
7,125
109,125
92,125
125,171
62,125
42,125
125,152
91,125
18,125
153,165
130,153
4,153
57,153
52,153
127,153
18,153
42,153
125,153
24,153
91,99
91,118
91,155
91,153
91,92
42,91
18,91
49,52
49,172
5,49
49,124
9,49
40,174
14,40
7,40
40,130
40,87
40,135
17,40
40,109
37,46
46,109
4,46
46,101
21,71
7,71
71,150
71,100
71,97
39,71
71,118
46,71
56,71
97,111
40,111
39,111
101,175
101,102
39,101
56,78
78,109
22,78
19,78
55,78
26,78
74,119
0,74
31,163
152,163
19,163
23,163
30,163
26,163
22,163
25,163
24,163
141,163
27,56
32,56
56,73
56,72
56,74
3,56
0,56
32,60
73,118
58,118
99,118
46,118
13,176
13,75
13,104
13,15
1,98
15,98
88,98
6,98
98,108
67,177
67,88
15,67
67,81
67,100
65,67
67,108
41,67
67,89
67,98
67,104
84,89
15,89
86,89
16,89
89,178
6,89
88,89
63,89
68,89
69,89
89,90
89,134
30,61
30,60
30,78
19,30
23,30
23,59
23,42
22,23
23,55
23,25
23,78
49,80
80,98
75,80
80,124
47,80
48,80
8,80
5,80
80,81
102,113
113,162
69,113
97,113
37,113
84,113
86,113
81,113
96,113
85,113
9,142
142,179
73,142
95,142
142,144
76,142
115,142
120,142
142,143
122,142
10,142
31,142
1,32
1,2
1,56
1,3
1,73
1,74
